  x d=-0.01  y d=-0.01  x d=-0.03  y d=-0.03  x d=-0.06  y d=-0.06  x d=-0.09  y d=-0.09  x d=-0.12  y d=-0.12  x d=-0.15  y d=-0.15  x d=-0.18  y d=-0.18
  -0.57668   -3.96830   -0.57981   -3.98806   -0.58450   -4.01769   -0.58919   -4.04732   -0.59388   -4.07695   -0.59858   -4.10658   -0.60327   -4.13621
  -0.58301   -3.96730   -0.58638   -3.98701   -0.59145   -4.01658   -0.59651   -4.04615   -0.60158   -4.07572   -0.60664   -4.10529   -0.61171   -4.13486
  -0.58932   -3.96622   -0.59295   -3.98589   -0.59838   -4.01539   -0.60382   -4.04489   -0.60926   -4.07440   -0.61469   -4.10390   -0.62013   -4.13340
  -0.59563   -3.96506   -0.59950   -3.98468   -0.60530   -4.01411   -0.61111   -4.04354   -0.61692   -4.07298   -0.62272   -4.10241   -0.62853   -4.13184
  -0.60191   -3.96381   -0.60603   -3.98339   -0.61221   -4.01274   -0.61838   -4.04210   -0.62456   -4.07146   -0.63073   -4.10082   -0.63691   -4.13017
  -0.60818   -3.96249   -0.61255   -3.98201   -0.61909   -4.01129   -0.62564   -4.04057   -0.63218   -4.06985   -0.63873   -4.09912   -0.64527   -4.12840
  -0.61444   -3.96110   -0.61905   -3.98056   -0.62596   -4.00975   -0.63287   -4.03894   -0.63978   -4.06814   -0.64669   -4.09733   -0.65361   -4.12652
  -0.62068   -3.95962   -0.62553   -3.97902   -0.63281   -4.00813   -0.64008   -4.03723   -0.64736   -4.06633   -0.65464   -4.09544   -0.66192   -4.12454
  -0.62689   -3.95806   -0.63199   -3.97740   -0.63963   -4.00641   -0.64727   -4.03542   -0.65492   -4.06443   -0.66256   -4.09344   -0.67020   -4.12245
  -0.63309   -3.95643   -0.63843   -3.97570   -0.64643   -4.00462   -0.65444   -4.03353   -0.66245   -4.06244   -0.67046   -4.09135   -0.67846   -4.12026
  -0.63927   -3.95472   -0.64485   -3.97392   -0.65322   -4.00273   -0.66159   -4.03154   -0.66995   -4.06035   -0.67832   -4.08916   -0.68669   -4.11797
  -0.64542   -3.95293   -0.65124   -3.97206   -0.65997   -4.00077   -0.66870   -4.02947   -0.67743   -4.05817   -0.68617   -4.08687   -0.69490   -4.11557
  -0.65155   -3.95106   -0.65761   -3.97012   -0.66670   -3.99871   -0.67579   -4.02730   -0.68489   -4.05589   -0.69398   -4.08448   -0.70307   -4.11307
  -0.65766   -3.94912   -0.66396   -3.96810   -0.67341   -3.99658   -0.68286   -4.02505   -0.69231   -4.05352   -0.70176   -4.08199   -0.71121   -4.11047
  -0.66374   -3.94710   -0.67028   -3.96600   -0.68009   -3.99435   -0.68989   -4.02271   -0.69970   -4.05106   -0.70951   -4.07941   -0.71931   -4.10776
  -0.66980   -3.94501   -0.67657   -3.96382   -0.68673   -3.99205   -0.69690   -4.02028   -0.70706   -4.04850   -0.71722   -4.07673   -0.72738   -4.10496
  -0.67583   -3.94283   -0.68284   -3.96157   -0.69335   -3.98966   -0.70387   -4.01776   -0.71439   -4.04585   -0.72490   -4.07395   -0.73542   -4.10205
  -0.68183   -3.94059   -0.68907   -3.95923   -0.69994   -3.98719   -0.71081   -4.01515   -0.72168   -4.04311   -0.73255   -4.07108   -0.74342   -4.09904
  -0.68780   -3.93826   -0.69528   -3.95681   -0.70650   -3.98464   -0.71772   -4.01246   -0.72894   -4.04028   -0.74016   -4.06811   -0.75137   -4.09593
  -0.69375   -3.93587   -0.70146   -3.95432   -0.71302   -3.98200   -0.72459   -4.00968   -0.73616   -4.03736   -0.74773   -4.06504   -0.75929   -4.09272
  -0.69966   -3.93340   -0.70760   -3.95175   -0.71952   -3.97928   -0.73143   -4.00682   -0.74334   -4.03435   -0.75526   -4.06188   -0.76717   -4.08941
  -0.70554   -3.93085   -0.71371   -3.94910   -0.72597   -3.97648   -0.73823   -4.00386   -0.75049   -4.03125   -0.76275   -4.05863   -0.77501   -4.08601
  -0.71139   -3.92823   -0.71979   -3.94638   -0.73239   -3.97360   -0.74500   -4.00083   -0.75760   -4.02805   -0.77020   -4.05528   -0.78280   -4.08250
  -0.71720   -3.92554   -0.72583   -3.94358   -0.73878   -3.97064   -0.75172   -3.99771   -0.76466   -4.02477   -0.77761   -4.05184   -0.79055   -4.07890
  -0.72299   -3.92277   -0.73184   -3.94070   -0.74512   -3.96760   -0.75841   -3.99450   -0.77169   -4.02140   -0.78497   -4.04830   -0.79825   -4.07520
  -0.72873   -3.91993   -0.73781   -3.93775   -0.75143   -3.96448   -0.76505   -3.99121   -0.77867   -4.01794   -0.79229   -4.04467   -0.80591   -4.07140
  -0.73444   -3.91702   -0.74374   -3.93473   -0.75770   -3.96128   -0.77165   -3.98784   -0.78561   -4.01440   -0.79956   -4.04095   -0.81352   -4.06751
  -0.74011   -3.91404   -0.74964   -3.93163   -0.76393   -3.95801   -0.77821   -3.98439   -0.79250   -4.01077   -0.80679   -4.03714   -0.82107   -4.06352
  -0.74575   -3.91099   -0.75549   -3.92845   -0.77011   -3.95465   -0.78473   -3.98085   -0.79935   -4.00705   -0.81396   -4.03324   -0.82858   -4.05944
  -0.75145   -3.90780   -0.76163   -3.92502   -0.77691   -3.95084   -0.79218   -3.97666   -0.80745   -4.00248   -0.82272   -4.02830   -0.83799   -4.05413
  -0.76789   -3.89808   -0.77850   -3.91503   -0.79442   -3.94046   -0.81033   -3.96589   -0.82625   -3.99132   -0.84216   -4.01675   -0.85808   -4.04218
  -0.77332   -3.89468   -0.78415   -3.91149   -0.80038   -3.93672   -0.81661   -3.96195   -0.83285   -3.98718   -0.84908   -4.01241   -0.86532   -4.03764
  -0.77871   -3.89121   -0.78975   -3.90789   -0.80630   -3.93291   -0.82285   -3.95793   -0.83939   -3.98296   -0.85594   -4.00798   -0.87249   -4.03300
  -0.78406   -3.88767   -0.79530   -3.90421   -0.81216   -3.92902   -0.82903   -3.95384   -0.84589   -3.97865   -0.86275   -4.00346   -0.87961   -4.02827
  -0.78936   -3.88407   -0.80081   -3.90047   -0.81798   -3.92507   -0.83515   -3.94966   -0.85233   -3.97426   -0.86950   -3.99886   -0.88667   -4.02346
  -0.79461   -3.88040   -0.80627   -3.89665   -0.82375   -3.92103   -0.84123   -3.94541   -0.85871   -3.96979   -0.87619   -3.99418   -0.89367   -4.01856
  -0.79982   -3.87666   -0.81168   -3.89277   -0.82946   -3.91693   -0.84725   -3.94109   -0.86504   -3.96525   -0.88282   -3.98941   -0.90061   -4.01357
  -0.80498   -3.87286   -0.81704   -3.88882   -0.83513   -3.91275   -0.85322   -3.93669   -0.87130   -3.96062   -0.88939   -3.98455   -0.90748   -4.00849
  -0.81009   -3.86900   -0.82235   -3.88480   -0.84074   -3.90851   -0.85913   -3.93221   -0.87751   -3.95592   -0.89590   -3.97962   -0.91429   -4.00332
  -0.81516   -3.86507   -0.82761   -3.88072   -0.84630   -3.90419   -0.86498   -3.92766   -0.88366   -3.95113   -0.90235   -3.97460   -0.92103   -3.99808
  -0.82017   -3.86108   -0.83282   -3.87657   -0.85180   -3.89980   -0.87078   -3.92304   -0.88975   -3.94627   -0.90873   -3.96951   -0.92771   -3.99274
  -0.82513   -3.85702   -0.83798   -3.87235   -0.85725   -3.89535   -0.87651   -3.91834   -0.89578   -3.94134   -0.91505   -3.96433   -0.93432   -3.98733
  -0.83005   -3.85291   -0.84308   -3.86807   -0.86264   -3.89082   -0.88219   -3.91358   -0.90175   -3.93633   -0.92130   -3.95908   -0.94086   -3.98183
  -0.83491   -3.84873   -0.84813   -3.86373   -0.86797   -3.88623   -0.88781   -3.90874   -0.90765   -3.93124   -0.92749   -3.95374   -0.94733   -3.97625
  -0.83971   -3.84449   -0.85313   -3.85932   -0.87325   -3.88158   -0.89337   -3.90383   -0.91349   -3.92608   -0.93361   -3.94833   -0.95373   -3.97059
  -0.84447   -3.84019   -0.85807   -3.85486   -0.87846   -3.87685   -0.89886   -3.89885   -0.91926   -3.92085   -0.93966   -3.94285   -0.96006   -3.96484
  -0.84916   -3.83583   -0.86295   -3.85033   -0.88362   -3.87207   -0.90429   -3.89380   -0.92497   -3.91554   -0.94564   -3.93728   -0.96631   -3.95902
  -0.85381   -3.83142   -0.86777   -3.84573   -0.88872   -3.86721   -0.90966   -3.88869   -0.93061   -3.91017   -0.95155   -3.93165   -0.97250   -3.95312
  -0.85840   -3.82694   -0.87254   -3.84108   -0.89375   -3.86230   -0.91496   -3.88351   -0.93618   -3.90472   -0.95739   -3.92594   -0.97860   -3.94715
  -0.86293   -3.82241   -0.87725   -3.83637   -0.89872   -3.85732   -0.92020   -3.87826   -0.94168   -3.89921   -0.96316   -3.92015   -0.98464   -3.94110
  -0.86740   -3.81782   -0.88189   -3.83160   -0.90363   -3.85228   -0.92537   -3.87295   -0.94711   -3.89362   -0.96885   -3.91430   -0.99059   -3.93497
  -0.87182   -3.81317   -0.88648   -3.82677   -0.90848   -3.84717   -0.93048   -3.86757   -0.95247   -3.88797   -0.97447   -3.90837   -0.99647   -3.92877
  -0.87617   -3.80847   -0.89101   -3.82189   -0.91326   -3.84201   -0.93551   -3.86213   -0.95777   -3.88225   -0.98002   -3.90237   -1.00227   -3.92249
  -0.88047   -3.80372   -0.89547   -3.81695   -0.91798   -3.83679   -0.94048   -3.85663   -0.96298   -3.87646   -0.98549   -3.89630   -1.00799   -3.91614
  -0.88471   -3.79891   -0.89988   -3.81195   -0.92263   -3.83150   -0.94538   -3.85106   -0.96813   -3.87061   -0.99088   -3.89017   -1.01363   -3.90972
  -0.88889   -3.79405   -0.90422   -3.80690   -0.92721   -3.82616   -0.95021   -3.84543   -0.97320   -3.86470   -0.99620   -3.88397   -1.01919   -3.90324
  -0.89300   -3.78914   -0.90849   -3.80179   -0.93173   -3.82077   -0.95496   -3.83974   -0.97820   -3.85872   -1.00143   -3.87770   -1.02467   -3.89668
  -0.89706   -3.78418   -0.91270   -3.79663   -0.93617   -3.81531   -0.95965   -3.83400   -0.98312   -3.85268   -1.00659   -3.87137   -1.03006   -3.89005
  -0.90105   -3.77916   -0.91685   -3.79142   -0.94055   -3.80981   -0.96426   -3.82819   -0.98796   -3.84658   -1.01167   -3.86497   -1.03537   -3.88335
  -0.90497   -3.77410   -0.92093   -3.78615   -0.94486   -3.80424   -0.96880   -3.82233   -0.99273   -3.84042   -1.01666   -3.85851   -1.04060   -3.87659
  -0.90884   -3.76898   -0.92494   -3.78084   -0.94910   -3.79863   -0.97326   -3.81641   -0.99742   -3.83420   -1.02158   -3.85198   -1.04574   -3.86977
  -0.91264   -3.76382   -0.92889   -3.77547   -0.95327   -3.79296   -0.97765   -3.81044   -1.00203   -3.82792   -1.02641   -3.84540   -1.05079   -3.86288
  -0.91637   -3.75861   -0.93277   -3.77006   -0.95737   -3.78723   -0.98197   -3.80441   -1.00656   -3.82158   -1.03116   -3.83875   -1.05576   -3.85593
  -0.92004   -3.75336   -0.93658   -3.76460   -0.96139   -3.78146   -0.98620   -3.79832   -1.01102   -3.81519   -1.03583   -3.83205   -1.06064   -3.84891
  -0.92364   -3.74806   -0.94032   -3.75909   -0.96534   -3.77564   -0.99037   -3.79219   -1.01539   -3.80874   -1.04041   -3.82529   -1.06543   -3.84184
  -0.92717   -3.74271   -0.94399   -3.75353   -0.96922   -3.76977   -0.99445   -3.78600   -1.01968   -3.80223   -1.04491   -3.81847   -1.07013   -3.83470
  -0.93064   -3.73732   -0.94759   -3.74793   -0.97302   -3.76385   -0.99845   -3.77976   -1.02389   -3.79568   -1.04932   -3.81159   -1.07475   -3.82751
  -0.93404   -3.73189   -0.95113   -3.74228   -0.97675   -3.75788   -1.00238   -3.77347   -1.02801   -3.78907   -1.05364   -3.80466   -1.07927   -3.82026
  -0.93737   -3.72641   -0.95459   -3.73659   -0.98041   -3.75186   -1.00623   -3.76714   -1.03205   -3.78241   -1.05787   -3.79768   -1.08370   -3.81295
  -0.94063   -3.72090   -0.95797   -3.73086   -0.98399   -3.74580   -1.01000   -3.76075   -1.03601   -3.77570   -1.06202   -3.79064   -1.08803   -3.80559
  -0.94382   -3.71534   -0.96129   -3.72508   -0.98749   -3.73970   -1.01369   -3.75432   -1.03988   -3.76894   -1.06608   -3.78355   -1.09228   -3.79817
  -0.94695   -3.70974   -0.96453   -3.71927   -0.99091   -3.73355   -1.01729   -3.74784   -1.04367   -3.76213   -1.07005   -3.77641   -1.09643   -3.79070
  -0.95000   -3.70411   -0.96770   -3.71341   -0.99426   -3.72736   -1.02082   -3.74132   -1.04737   -3.75527   -1.07393   -3.76923   -1.10049   -3.78318
  -0.95298   -3.69843   -0.97080   -3.70751   -0.99753   -3.72113   -1.02426   -3.73475   -1.05099   -3.74837   -1.07772   -3.76199   -1.10445   -3.77561
  -0.95589   -3.69272   -0.97382   -3.70158   -1.00072   -3.71486   -1.02762   -3.72814   -1.05452   -3.74142   -1.08142   -3.75471   -1.10832   -3.76799
  -0.95872   -3.68697   -0.97677   -3.69560   -1.00383   -3.70855   -1.03089   -3.72149   -1.05796   -3.73443   -1.08502   -3.74738   -1.11209   -3.76032
  -0.96149   -3.68119   -0.97964   -3.68959   -1.00686   -3.70220   -1.03409   -3.71480   -1.06131   -3.72740   -1.08854   -3.74000   -1.11576   -3.75261
  -0.96418   -3.67538   -0.98243   -3.68355   -1.00981   -3.69581   -1.03720   -3.70807   -1.06458   -3.72033   -1.09196   -3.73259   -1.11934   -3.74485
  -0.96680   -3.66953   -0.98515   -3.67747   -1.01269   -3.68938   -1.04022   -3.70130   -1.06775   -3.71321   -1.09528   -3.72513   -1.12282   -3.73704
  -0.96934   -3.66364   -0.98780   -3.67136   -1.01548   -3.68292   -1.04316   -3.69449   -1.07084   -3.70606   -1.09852   -3.71763   -1.12620   -3.72919
  -0.97181   -3.65773   -0.99036   -3.66521   -1.01819   -3.67643   -1.04601   -3.68765   -1.07383   -3.69887   -1.10166   -3.71009   -1.12948   -3.72130
  -0.97421   -3.65179   -0.99285   -3.65903   -1.02081   -3.66990   -1.04877   -3.68077   -1.07674   -3.69164   -1.10470   -3.70251   -1.13266   -3.71337
  -0.97653   -3.64581   -0.99526   -3.65282   -1.02336   -3.66334   -1.05145   -3.67386   -1.07955   -3.68437   -1.10765   -3.69489   -1.13574   -3.70540
  -0.97878   -3.63981   -0.99759   -3.64659   -1.02582   -3.65675   -1.05405   -3.66691   -1.08227   -3.67707   -1.11050   -3.68723   -1.13873   -3.69740
  -0.98095   -3.63378   -0.99985   -3.64032   -1.02820   -3.65012   -1.05655   -3.65993   -1.08490   -3.66974   -1.11325   -3.67954   -1.14161   -3.68935
  -0.98304   -3.62772   -1.00202   -3.63402   -1.03049   -3.64347   -1.05897   -3.65292   -1.08744   -3.66237   -1.11591   -3.67182   -1.14439   -3.68127
  -0.98506   -3.62164   -1.00412   -3.62770   -1.03271   -3.63679   -1.06130   -3.64588   -1.08989   -3.65497   -1.11848   -3.66407   -1.14706   -3.67316
  -0.98700   -3.61553   -1.00613   -3.62135   -1.03483   -3.63008   -1.06354   -3.63882   -1.09224   -3.64755   -1.12094   -3.65628   -1.14964   -3.66501
  -0.98886   -3.60940   -1.00807   -3.61498   -1.03688   -3.62335   -1.06569   -3.63172   -1.09450   -3.64009   -1.12330   -3.64846   -1.15211   -3.65683
  -0.99065   -3.60325   -1.00993   -3.60858   -1.03884   -3.61659   -1.06775   -3.62460   -1.09666   -3.63261   -1.12557   -3.64061   -1.15448   -3.64862
  -0.99236   -3.59707   -1.01170   -3.60217   -1.04071   -3.60981   -1.06972   -3.61745   -1.09873   -3.62509   -1.12774   -3.63274   -1.15675   -3.64038
  -0.99399   -3.59087   -1.01340   -3.59572   -1.04250   -3.60300   -1.07160   -3.61028   -1.10071   -3.61756   -1.12981   -3.62484   -1.15891   -3.63211
  -0.99555   -3.58466   -1.01501   -3.58926   -1.04420   -3.59617   -1.07339   -3.60309   -1.10259   -3.61000   -1.13178   -3.61691   -1.16097   -3.62382
  -0.99702   -3.57842   -1.01654   -3.58278   -1.04582   -3.58933   -1.07510   -3.59587   -1.10437   -3.60241   -1.13365   -3.60896   -1.16293   -3.61550
  -0.99842   -3.57216   -1.01799   -3.57628   -1.04735   -3.58246   -1.07671   -3.58863   -1.10606   -3.59481   -1.13542   -3.60098   -1.16478   -3.60716
  -0.99974   -3.56589   -1.01936   -3.56976   -1.04879   -3.57557   -1.07823   -3.58138   -1.10766   -3.58718   -1.13709   -3.59299   -1.16652   -3.59880
  -1.00098   -3.55960   -1.02065   -3.56323   -1.05015   -3.56866   -1.07965   -3.57410   -1.10916   -3.57954   -1.13866   -3.58497   -1.16816   -3.59041
  -1.00214   -3.55330   -1.02185   -3.55668   -1.05142   -3.56174   -1.08099   -3.56681   -1.11056   -3.57187   -1.14013   -3.57694   -1.16970   -3.58200
  -1.00322   -3.54698   -1.02297   -3.55011   -1.05260   -3.55481   -1.08223   -3.55950   -1.11187   -3.56419   -1.14150   -3.56889   -1.17113   -3.57358
  -1.00422   -3.54065   -1.02401   -3.54353   -1.05370   -3.54786   -1.08339   -3.55218   -1.11308   -3.55650   -1.14276   -3.56082   -1.17245   -3.56514
  -1.00514   -3.53431   -1.02497   -3.53694   -1.05471   -3.54089   -1.08445   -3.54484   -1.11419   -3.54878   -1.14393   -3.55273   -1.17367   -3.55668
  -1.00599   -3.52796   -1.02584   -3.53034   -1.05563   -3.53391   -1.08542   -3.53749   -1.11520   -3.54106   -1.14499   -3.54463   -1.17478   -3.54821
  -1.00675   -3.52160   -1.02663   -3.52373   -1.05646   -3.52693   -1.08629   -3.53012   -1.11612   -3.53332   -1.14595   -3.53652   -1.17578   -3.53972
  -1.00743   -3.51522   -1.02734   -3.51711   -1.05721   -3.51993   -1.08708   -3.52275   -1.11694   -3.52558   -1.14681   -3.52840   -1.17668   -3.53122
  -1.00803   -3.50884   -1.02797   -3.51047   -1.05787   -3.51292   -1.08777   -3.51537   -1.11767   -3.51782   -1.14757   -3.52027   -1.17747   -3.52271
  -1.00856   -3.50246   -1.02851   -3.50384   -1.05844   -3.50591   -1.08836   -3.50798   -1.11829   -3.51005   -1.14822   -3.51212   -1.17815   -3.51420
  -1.00900   -3.49606   -1.02897   -3.49719   -1.05892   -3.49889   -1.08887   -3.50058   -1.11882   -3.50228   -1.14877   -3.50397   -1.17873   -3.50567
  -1.00936   -3.48966   -1.02934   -3.49054   -1.05931   -3.49186   -1.08928   -3.49318   -1.11925   -3.49450   -1.14922   -3.49582   -1.17919   -3.49714
  -1.00964   -3.48326   -1.02963   -3.48389   -1.05962   -3.48483   -1.08960   -3.48577   -1.11959   -3.48672   -1.14957   -3.48766   -1.17956   -3.48860
  -1.00984   -3.47686   -1.02984   -3.47723   -1.05983   -3.47780   -1.08983   -3.47836   -1.11982   -3.47893   -1.14982   -3.47949   -1.17981   -3.48006
  -1.00996   -3.47045   -1.02996   -3.47057   -1.05996   -3.47076   -1.08996   -3.47095   -1.11996   -3.47114   -1.14996   -3.47133   -1.17996   -3.47152
  -1.01000   -3.46404   -1.03000   -3.46391   -1.06000   -3.46372   -1.09000   -3.46354   -1.12000   -3.46335   -1.15000   -3.46316   -1.18000   -3.46297
  -1.00996   -3.45763   -1.02996   -3.45725   -1.05995   -3.45669   -1.08994   -3.45612   -1.11994   -3.45556   -1.14993   -3.45499   -1.17993   -3.45443
  -1.00984   -3.45122   -1.02983   -3.45059   -1.05981   -3.44965   -1.08980   -3.44871   -1.11978   -3.44777   -1.14977   -3.44682   -1.17975   -3.44588
  -1.00964   -3.44482   -1.02962   -3.44394   -1.05959   -3.44262   -1.08956   -3.44130   -1.11953   -3.43998   -1.14950   -3.43866   -1.17947   -3.43734
  -1.00935   -3.43841   -1.02932   -3.43728   -1.05927   -3.43559   -1.08922   -3.43389   -1.11918   -3.43220   -1.14913   -3.43050   -1.17908   -3.42881
  -1.00899   -3.43202   -1.02894   -3.43063   -1.05887   -3.42856   -1.08880   -3.42649   -1.11873   -3.42442   -1.14866   -3.42235   -1.17858   -3.42028
  -1.00855   -3.42562   -1.02848   -3.42399   -1.05838   -3.42154   -1.08828   -3.41910   -1.11818   -3.41665   -1.14808   -3.41420   -1.17798   -3.41175
  -1.00802   -3.41923   -1.02793   -3.41735   -1.05780   -3.41453   -1.08767   -3.41171   -1.11753   -3.40888   -1.14740   -3.40606   -1.17727   -3.40324
  -1.00742   -3.41285   -1.02730   -3.41072   -1.05713   -3.40752   -1.08696   -3.40433   -1.11679   -3.40113   -1.14662   -3.39793   -1.17645   -3.39473
  -1.00673   -3.40648   -1.02659   -3.40410   -1.05638   -3.40053   -1.08617   -3.39695   -1.11595   -3.39338   -1.14574   -3.38981   -1.17552   -3.38624
  -1.00597   -3.40012   -1.02580   -3.39749   -1.05554   -3.39354   -1.08528   -3.38959   -1.11501   -3.38565   -1.14475   -3.38170   -1.17449   -3.37775
  -1.00513   -3.39377   -1.02492   -3.39089   -1.05461   -3.38657   -1.08429   -3.38225   -1.11398   -3.37793   -1.14367   -3.37360   -1.17335   -3.36928
  -1.00420   -3.38742   -1.02396   -3.38430   -1.05359   -3.37960   -1.08322   -3.37491   -1.11285   -3.37022   -1.14248   -3.36552   -1.17211   -3.36083
  -1.00320   -3.38109   -1.02291   -3.37772   -1.05248   -3.37265   -1.08205   -3.36759   -1.11162   -3.36252   -1.14119   -3.35746   -1.17076   -3.35239
  -1.00212   -3.37478   -1.02179   -3.37115   -1.05129   -3.36572   -1.08079   -3.36028   -1.11030   -3.35485   -1.13980   -3.34941   -1.16930   -3.34397
  -1.00095   -3.36848   -1.02058   -3.36460   -1.05001   -3.35880   -1.07944   -3.35299   -1.10887   -3.34719   -1.13831   -3.34138   -1.16774   -3.33557
  -0.99971   -3.36219   -1.01928   -3.35807   -1.04864   -3.35189   -1.07800   -3.34572   -1.10736   -3.33954   -1.13671   -3.33337   -1.16607   -3.32719
  -0.99839   -3.35592   -1.01791   -3.35155   -1.04719   -3.34501   -1.07647   -3.33847   -1.10574   -3.33192   -1.13502   -3.32538   -1.16430   -3.31883
  -0.99699   -3.34966   -1.01646   -3.34505   -1.04565   -3.33814   -1.07484   -3.33123   -1.10404   -3.32432   -1.13323   -3.31741   -1.16242   -3.31050
  -0.99552   -3.34343   -1.01492   -3.33857   -1.04402   -3.33130   -1.07313   -3.32402   -1.10223   -3.31674   -1.13133   -3.30946   -1.16044   -3.30218
  -0.99396   -3.33721   -1.01330   -3.33211   -1.04231   -3.32447   -1.07132   -3.31683   -1.10033   -3.30918   -1.12934   -3.30154   -1.15835   -3.29390
  -0.99233   -3.33101   -1.01160   -3.32567   -1.04051   -3.31767   -1.06943   -3.30966   -1.09834   -3.30165   -1.12725   -3.29365   -1.15616   -3.28564
  -0.99062   -3.32484   -1.00982   -3.31926   -1.03863   -3.31089   -1.06744   -3.30252   -1.09625   -3.29415   -1.12506   -3.28578   -1.15387   -3.27741
  -0.98883   -3.31868   -1.00796   -3.31286   -1.03666   -3.30413   -1.06536   -3.29540   -1.09407   -3.28667   -1.12277   -3.27794   -1.15147   -3.26921
  -0.98696   -3.31255   -1.00602   -3.30649   -1.03461   -3.29740   -1.06320   -3.28831   -1.09179   -3.27922   -1.12038   -3.27013   -1.14897   -3.26103
  -0.98502   -3.30644   -1.00400   -3.30014   -1.03247   -3.29069   -1.06095   -3.28124   -1.08942   -3.27179   -1.11789   -3.26235   -1.14637   -3.25290
  -0.98300   -3.30036   -1.00190   -3.29382   -1.03025   -3.28402   -1.05860   -3.27421   -1.08696   -3.26440   -1.11531   -3.25460   -1.14366   -3.24479
  -0.98090   -3.29430   -0.99972   -3.28753   -1.02795   -3.27737   -1.05617   -3.26721   -1.08440   -3.25704   -1.11263   -3.24688   -1.14085   -3.23672
  -0.97873   -3.28827   -0.99746   -3.28126   -1.02556   -3.27075   -1.05366   -3.26023   -1.08175   -3.24972   -1.10985   -3.23920   -1.13795   -3.22868
  -0.97649   -3.28227   -0.99513   -3.27503   -1.02309   -3.26416   -1.05105   -3.25329   -1.07901   -3.24242   -1.10698   -3.23155   -1.13494   -3.22069
  -0.97416   -3.27630   -0.99271   -3.26882   -1.02053   -3.25760   -1.04836   -3.24638   -1.07618   -3.23516   -1.10401   -3.22395   -1.13183   -3.21273
  -0.97177   -3.27036   -0.99022   -3.26264   -1.01790   -3.25108   -1.04558   -3.23951   -1.07326   -3.22794   -1.10094   -3.21637   -1.12862   -3.20481
  -0.96929   -3.26444   -0.98765   -3.25650   -1.01518   -3.24459   -1.04271   -3.23267   -1.07025   -3.22076   -1.09778   -3.20884   -1.12531   -3.19693
  -0.96675   -3.25856   -0.98500   -3.25039   -1.01238   -3.23813   -1.03976   -3.22587   -1.06714   -3.21361   -1.09452   -3.20135   -1.12191   -3.18909
  -0.96413   -3.25271   -0.98228   -3.24431   -1.00950   -3.23171   -1.03673   -3.21911   -1.06395   -3.20650   -1.09118   -3.19390   -1.11840   -3.18130
  -0.96143   -3.24690   -0.97948   -3.23827   -1.00654   -3.22532   -1.03361   -3.21238   -1.06067   -3.19944   -1.08773   -3.18649   -1.11480   -3.17355
  -0.95867   -3.24112   -0.97660   -3.23226   -1.00350   -3.21898   -1.03040   -3.20570   -1.05730   -3.19241   -1.08420   -3.17913   -1.11110   -3.16585
  -0.95583   -3.23537   -0.97365   -3.22629   -1.00038   -3.21267   -1.02711   -3.19905   -1.05384   -3.18543   -1.08057   -3.17181   -1.10730   -3.15819
  -0.95292   -3.22966   -0.97063   -3.22036   -0.99718   -3.20640   -1.02374   -3.19245   -1.05030   -3.17849   -1.07685   -3.16454   -1.10341   -3.15058
  -0.94994   -3.22399   -0.96753   -3.21446   -0.99390   -3.20018   -1.02028   -3.18589   -1.04666   -3.17160   -1.07304   -3.15731   -1.09942   -3.14303
  -0.94689   -3.21835   -0.96435   -3.20861   -0.99055   -3.19399   -1.01675   -3.17937   -1.04294   -3.16475   -1.06914   -3.15014   -1.09534   -3.13552
  -0.94376   -3.21276   -0.96110   -3.20279   -0.98712   -3.18785   -1.01313   -3.17290   -1.03914   -3.15796   -1.06515   -3.14301   -1.09116   -3.12806
  -0.94057   -3.20720   -0.95778   -3.19702   -0.98361   -3.18175   -1.00943   -3.16648   -1.03525   -3.15121   -1.06107   -3.13593   -1.08690   -3.12066
  -0.93731   -3.20168   -0.95439   -3.19129   -0.98002   -3.17569   -1.00565   -3.16010   -1.03128   -3.14450   -1.05690   -3.12891   -1.08253   -3.11331
  -0.93397   -3.19621   -0.95093   -3.18560   -0.97636   -3.16968   -1.00179   -3.15377   -1.02722   -3.13785   -1.05265   -3.12194   -1.07808   -3.10602
  -0.93057   -3.19078   -0.94739   -3.17995   -0.97262   -3.16372   -0.99785   -3.14749   -1.02308   -3.13125   -1.04831   -3.11502   -1.07353   -3.09879
  -0.92710   -3.18539   -0.94379   -3.17436   -0.96881   -3.15781   -0.99383   -3.14126   -1.01885   -3.12471   -1.04388   -3.10816   -1.06890   -3.09161
  -0.92357   -3.18004   -0.94011   -3.16880   -0.96492   -3.15194   -0.98974   -3.13508   -1.01455   -3.11821   -1.03936   -3.10135   -1.06417   -3.08449
  -0.91997   -3.17474   -0.93636   -3.16329   -0.96096   -3.14612   -0.98556   -3.12895   -1.01016   -3.11178   -1.03476   -3.09460   -1.05936   -3.07743
  -0.91630   -3.16949   -0.93255   -3.15783   -0.95693   -3.14035   -0.98131   -3.12287   -1.00569   -3.10539   -1.03007   -3.08791   -1.05445   -3.07043
  -0.91256   -3.16428   -0.92867   -3.15242   -0.95283   -3.13464   -0.97699   -3.11685   -1.00115   -3.09907   -1.02530   -3.08128   -1.04946   -3.06349
  -0.90876   -3.15912   -0.92472   -3.14706   -0.94865   -3.12897   -0.97258   -3.11089   -0.99652   -3.09280   -1.02045   -3.07471   -1.04439   -3.05662
